date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:54:44	11912/11912	URF---	200	added ('OK%20(cached)')	image/jpeg		https://preview.colorlib.com/theme/namaste/img/gallery/4.jpg	D:/temp/Miranda/Miranda/preview.colorlib.com/theme/namaste/img/gallery/4.jpg	(from https://preview.colorlib.com/theme/namaste/index.html)
16:54:44	13086/13086	URF---	200	added ('OK%20(cached)')	image/jpeg		https://preview.colorlib.com/theme/namaste/img/gallery/5.jpg	D:/temp/Miranda/Miranda/preview.colorlib.com/theme/namaste/img/gallery/5.jpg	(from https://preview.colorlib.com/theme/namaste/index.html)
16:54:45	58072/58072	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22e1d98d47689e00f8ecbc5d9f61bdb42e%22	https://preview.colorlib.com/theme/namaste/js/bootstrap.min.js	D:/temp/Miranda/Miranda/preview.colorlib.com/theme/namaste/js/bootstrap.min.js	(from https://preview.colorlib.com/theme/namaste/index.html)
16:54:45	86659/86659	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22c9f5aeeca3ad37bf2aa006139b935f0a%22	https://preview.colorlib.com/theme/namaste/js/jquery-3.2.1.min.js	D:/temp/Miranda/Miranda/preview.colorlib.com/theme/namaste/js/jquery-3.2.1.min.js	(from https://preview.colorlib.com/theme/namaste/index.html)
16:54:45	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22674f50d287a8c48dc19ba404d20fe713%22	https://preview.colorlib.com/theme/namaste/icon-fonts/fontawesome-webfont.eot?	D:/temp/Miranda/Miranda/preview.colorlib.com/theme/namaste/icon-fonts/fontawesome-webfontd41d.eot	(from https://preview.colorlib.com/theme/namaste/css/font-awesome.min.css)
16:54:45	8415/8415	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22abb6ece52a5d3b908359c3dfa21d08a2%22	https://preview.colorlib.com/theme/namaste/js/jquery.slicknav.min.js	D:/temp/Miranda/Miranda/preview.colorlib.com/theme/namaste/js/jquery.slicknav.min.js	(from https://preview.colorlib.com/theme/namaste/index.html)
16:54:45	44342/44342	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22f416f9031fef25ae25ba9756e3eb6978%22	https://preview.colorlib.com/theme/namaste/js/owl.carousel.min.js	D:/temp/Miranda/Miranda/preview.colorlib.com/theme/namaste/js/owl.carousel.min.js	(from https://preview.colorlib.com/theme/namaste/index.html)
16:54:45	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%22af7ae505a9eed503f8b8e6982036873e%22	https://preview.colorlib.com/theme/namaste/icon-fonts/fontawesome-webfont.woff2?v=4.7.0	D:/temp/Miranda/Miranda/preview.colorlib.com/theme/namaste/icon-fonts/fontawesome-webfont3e6e.woff2	(from https://preview.colorlib.com/theme/namaste/css/font-awesome.min.css)
16:54:45	4445/4445	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%22c96bb8beaa6eb6a1a13771fadf8169e9%22	https://preview.colorlib.com/theme/namaste/js/circle-progress.min.js	D:/temp/Miranda/Miranda/preview.colorlib.com/theme/namaste/js/circle-progress.min.js	(from https://preview.colorlib.com/theme/namaste/index.html)
16:54:46	2257/2257	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2281e3d1b66d86007b2250819050207ea1%22	https://preview.colorlib.com/theme/namaste/js/main.js	D:/temp/Miranda/Miranda/preview.colorlib.com/theme/namaste/js/main.js	(from https://preview.colorlib.com/theme/namaste/index.html)
16:54:46	98024/98024	---M--	200	added ('OK')	font/woff	etag:%22fee66e712a8a08eef5805a46892932ad%22	https://preview.colorlib.com/theme/namaste/icon-fonts/fontawesome-webfont.woff?v=4.7.0	D:/temp/Miranda/Miranda/preview.colorlib.com/theme/namaste/icon-fonts/fontawesome-webfont3e6e.woff	(from https://preview.colorlib.com/theme/namaste/css/font-awesome.min.css)
16:54:46	531580/531580	URF---	200	added ('OK%20(cached)')	image/png		https://preview.colorlib.com/theme/namaste/img/page-top-bg/1.png	D:/temp/Miranda/Miranda/preview.colorlib.com/theme/namaste/img/page-top-bg/1.png	(from https://preview.colorlib.com/theme/namaste/about.html)
16:54:46	9/9	---MCZ	404	error ('Not%20Found')	text/plain	date:Mon,%2026%20Jan%202026%2000:54:46%20GMT	https://preview.colorlib.com/theme/namaste/icon-fonts/fontawesome-webfont.ttf?v=4.7.0	D:/temp/Miranda/Miranda/preview.colorlib.com/theme/namaste/icon-fonts/fontawesome-webfont3e6e.ttf	(from https://preview.colorlib.com/theme/namaste/css/font-awesome.min.css)
16:54:46	45044/45044	URF---	200	added ('OK%20(cached)')	image/png		https://preview.colorlib.com/theme/namaste/img/page-top-bg/page-info-img.png	D:/temp/Miranda/Miranda/preview.colorlib.com/theme/namaste/img/page-top-bg/page-info-img.png	(from https://preview.colorlib.com/theme/namaste/about.html)
16:54:47	16062/16062	URF---	200	added ('OK%20(cached)')	image/jpeg		https://preview.colorlib.com/theme/namaste/img/about-img.jpg	D:/temp/Miranda/Miranda/preview.colorlib.com/theme/namaste/img/about-img.jpg	(from https://preview.colorlib.com/theme/namaste/about.html)
16:54:47	36451/36451	URF---	200	added ('OK%20(cached)')	image/jpeg		https://preview.colorlib.com/theme/namaste/img/appointment-bg.jpg	D:/temp/Miranda/Miranda/preview.colorlib.com/theme/namaste/img/appointment-bg.jpg	(from https://preview.colorlib.com/theme/namaste/about.html)
16:54:47	20753/20753	URF---	200	added ('OK%20(cached)')	image/png		https://preview.colorlib.com/theme/namaste/img/appointment-icon.png	D:/temp/Miranda/Miranda/preview.colorlib.com/theme/namaste/img/appointment-icon.png	(from https://preview.colorlib.com/theme/namaste/about.html)
16:54:47	373479/373479	URF---	200	added ('OK%20(cached)')	image/png		https://preview.colorlib.com/theme/namaste/img/page-top-bg/2.png	D:/temp/Miranda/Miranda/preview.colorlib.com/theme/namaste/img/page-top-bg/2.png	(from https://preview.colorlib.com/theme/namaste/classes.html)
16:54:48	386888/386888	URF---	200	added ('OK%20(cached)')	image/png		https://preview.colorlib.com/theme/namaste/img/page-top-bg/3.png	D:/temp/Miranda/Miranda/preview.colorlib.com/theme/namaste/img/page-top-bg/3.png	(from https://preview.colorlib.com/theme/namaste/blog.html)
16:54:48	46926/46926	URF---	200	added ('OK%20(cached)')	image/png		https://preview.colorlib.com/theme/namaste/img/feature-icon.png	D:/temp/Miranda/Miranda/preview.colorlib.com/theme/namaste/img/feature-icon.png	(from https://preview.colorlib.com/theme/namaste/classes.html)
16:54:48	17535/17535	URF---	200	added ('OK%20(cached)')	image/png		https://preview.colorlib.com/theme/namaste/img/plans-icon.png	D:/temp/Miranda/Miranda/preview.colorlib.com/theme/namaste/img/plans-icon.png	(from https://preview.colorlib.com/theme/namaste/classes.html)
